community_area,year,ward,n_requests,n_closed,share_closed,n_open,share_open,median_ttc_hours,p75_ttc_hours,mean_ttc_hours,median_age_open_hours,p75_age_open_hours,pct_closed_24h,pct_closed_72h,pct_closed_7d,pct_closed_30d,small_n_requests,small_n_closed
10,2024,41.0,9232,8869,0.9607,363,0.0393,113.8222,455.6228,746.0907,14091.4028,15784.9725,0.2925,0.4194,0.562,0.7866,False,False
10,2024,45.0,1724,1640,0.9513,84,0.0487,91.1488,366.5015,673.4815,13557.454,14921.5689,0.2912,0.4478,0.569,0.8144,False,False
10,2024,,2,2,1.0,0,0.0,1559.6025,2273.066,1559.6025,,,0.0,0.0,0.5,0.5,True,True
10,2025,39.0,821,755,0.9196,66,0.0804,27.5833,280.8354,296.0805,5228.6243,7207.7599,0.4385,0.5432,0.6334,0.8015,False,False
10,2025,41.0,10026,9121,0.9097,905,0.0903,118.705,569.4353,455.4035,3749.5289,5674.6217,0.2814,0.3964,0.5064,0.722,False,False
10,2025,45.0,1609,1456,0.9049,153,0.0951,87.6428,352.4847,387.8866,3014.6611,5960.0328,0.3021,0.4264,0.537,0.7787,False,False
10,2025,,6,6,1.0,0,0.0,167.4157,259.1476,267.508,,,0.1667,0.3333,0.5,0.8333,True,True
11,2021,39.0,657,644,0.9802,13,0.0198,88.7867,848.505,1646.4686,38955.2461,38990.0853,0.3227,0.4734,0.5845,0.7275,False,False
11,2021,41.0,15,3,0.2,12,0.8,19952.5789,25577.5506,21185.8926,38841.9003,39040.8797,0.0,0.0,0.0,0.0,True,True
11,2021,45.0,7975,7811,0.9794,164,0.0206,89.0258,697.721,1448.3928,38887.3025,39002.8538,0.3215,0.466,0.5605,0.7389,False,False
11,2022,39.0,815,804,0.9865,11,0.0135,91.5586,456.0128,1239.2592,32625.7167,33503.5081,0.319,0.4675,0.5865,0.7755,False,False
11,2022,41.0,87,83,0.954,4,0.046,5020.3694,8800.6986,7154.4633,31208.4346,31346.0172,0.069,0.092,0.1264,0.1609,False,False
11,2022,45.0,7471,7398,0.9902,73,0.0098,144.3529,664.0728,1496.6593,30567.5575,32796.9197,0.278,0.4123,0.5147,0.7532,False,False
11,2023,39.0,712,693,0.9733,19,0.0267,85.9075,451.0114,984.0436,22059.5325,23475.1462,0.3357,0.4677,0.5632,0.7992,False,False
11,2023,41.0,320,317,0.9906,3,0.0094,95.7736,471.4728,898.3762,18923.2269,20689.4458,0.3125,0.4406,0.5812,0.8375,False,False
11,2023,45.0,6769,6641,0.9811,128,0.0189,72.8167,431.7744,922.1183,22530.1657,26090.2895,0.3442,0.4874,0.5906,0.8292,False,False
11,2024,39.0,828,756,0.913,72,0.087,98.1651,481.9843,1150.3867,13685.4139,14724.4331,0.285,0.4239,0.5157,0.7222,False,False
11,2024,41.0,413,400,0.9685,13,0.0315,48.3218,240.8865,500.6881,15082.5547,15778.2892,0.4019,0.5254,0.6707,0.8523,False,False
11,2024,45.0,7430,7088,0.954,342,0.046,84.0335,370.8508,723.0541,13618.9588,15603.0979,0.3203,0.4603,0.5766,0.8043,False,False
11,2025,39.0,1118,1042,0.932,76,0.068,15.6247,211.5881,311.8994,4735.2436,6033.629,0.5206,0.619,0.6699,0.8023,False,False
11,2025,41.0,331,306,0.9245,25,0.0755,89.3829,334.5351,371.7617,3253.7369,5653.5089,0.2538,0.4441,0.5559,0.8066,False,False
11,2025,45.0,8289,7633,0.9209,656,0.0791,65.1731,314.2936,372.1543,5419.1782,6870.1654,0.3537,0.4845,0.5966,0.7913,False,False
12,2021,39.0,4300,4200,0.9767,100,0.0233,93.2356,1073.3881,1626.9482,38914.5939,39075.1558,0.3165,0.4558,0.5593,0.707,False,False
12,2021,41.0,1634,1634,1.0,0,0.0,147.0751,1871.2528,1612.1276,,,0.2632,0.4039,0.5275,0.6591,False,False
12,2021,45.0,992,918,0.9254,74,0.0746,257.8193,2737.0937,3389.5435,38794.95,39028.3284,0.255,0.37,0.4315,0.5877,False,False
12,2022,39.0,4281,4221,0.986,60,0.014,91.2792,618.6067,1409.3222,31507.5082,33449.1504,0.3387,0.4674,0.566,0.7519,False,False
12,2022,41.0,1400,1399,0.9993,1,0.0007,73.1992,447.5575,420.8598,29263.0042,29263.0042,0.3271,0.495,0.5979,0.8114,False,False
12,2022,45.0,1165,1125,0.9657,40,0.0343,344.6581,4695.1408,3422.5947,31339.6496,33309.8324,0.2644,0.3494,0.4129,0.5562,False,False
12,2023,39.0,3517,3446,0.9798,71,0.0202,72.1121,378.2865,817.465,22545.8217,26093.1903,0.3398,0.4899,0.6099,0.832,False,False
12,2023,45.0,2563,2470,0.9637,93,0.0363,116.5138,524.7252,1060.5719,20581.9089,24053.9428,0.2926,0.4253,0.5447,0.7729,False,False
12,2023,,2,1,0.5,1,0.5,12.0508,12.0508,12.0508,26138.2578,26138.2578,0.5,0.5,0.5,0.5,True,True
12,2024,39.0,4422,4213,0.9527,209,0.0473,74.4231,354.6067,732.634,13831.6875,15347.555,0.2858,0.4677,0.5932,0.8021,False,False
12,2024,45.0,3293,3081,0.9356,212,0.0644,53.0853,363.1283,829.2633,13727.2664,15794.3165,0.3668,0.498,0.5931,0.778,False,False
12,2024,,2,2,1.0,0,0.0,148.4231,209.4853,148.4231,,,0.0,0.5,0.5,1.0,True,True
12,2025,39.0,4485,4025,0.8974,460,0.1026,59.0219,382.1958,383.9151,4562.1712,6848.0181,0.3407,0.4803,0.5795,0.7425,False,False
12,2025,45.0,2959,2534,0.8564,425,0.1436,69.0168,347.6949,429.3861,5481.2725,6851.3906,0.2984,0.4424,0.5515,0.7276,False,False
12,2025,,3,3,1.0,0,0.0,139.1244,195.2394,136.2744,,,0.3333,0.3333,0.6667,1.0,True,True
13,2021,33.0,32,32,1.0,0,0.0,36.3856,1061.0809,898.9563,,,0.375,0.5312,0.5938,0.6875,False,False
13,2021,39.0,3779,3715,0.9831,64,0.0169,70.6956,881.7958,1595.7909,38893.9888,39036.9742,0.3546,0.4948,0.5877,0.7259,False,False
13,2021,40.0,77,77,1.0,0,0.0,4.8983,72.8781,425.9487,,,0.6753,0.7403,0.8182,0.8701,False,False
13,2021,50.0,731,722,0.9877,9,0.0123,146.7251,1437.1614,1790.9732,38885.0236,39031.9128,0.3133,0.42,0.5021,0.6662,False,False
13,2022,33.0,39,38,0.9744,1,0.0256,68.3046,1991.7883,1676.0086,26699.4617,26699.4617,0.359,0.5128,0.6154,0.641,False,False
13,2022,39.0,3591,3547,0.9877,44,0.0123,94.4647,624.8257,1235.4125,30248.5076,32464.7015,0.3222,0.4598,0.5611,0.7591,False,False
13,2022,40.0,81,81,1.0,0,0.0,10.805,74.3208,169.9759,,,0.6173,0.7284,0.8395,0.9136,False,False
13,2022,50.0,855,839,0.9813,16,0.0187,117.4025,836.4644,1780.7202,31354.2601,34837.9974,0.3345,0.4327,0.538,0.7181,False,False
13,2023,33.0,33,33,1.0,0,0.0,41.1869,482.4853,597.9507,,,0.3939,0.5758,0.6364,0.7879,False,False
13,2023,39.0,4304,4227,0.9821,77,0.0179,37.6131,314.0292,743.5509,21680.0442,24315.7747,0.4384,0.5725,0.6717,0.8439,False,False
13,2023,50.0,767,751,0.9791,16,0.0209,74.8414,473.3375,1028.295,24635.0882,25925.1221,0.2764,0.4811,0.5776,0.8123,False,False
13,2024,33.0,77,74,0.961,3,0.039,66.4235,437.3655,977.9199,10527.5833,12921.7861,0.4286,0.5325,0.6364,0.7662,False,False
13,2024,39.0,4045,3882,0.9597,163,0.0403,68.5196,332.3742,674.1142,13659.6117,15308.8838,0.3199,0.4927,0.623,0.8079,False,False
13,2024,50.0,970,918,0.9464,52,0.0536,75.2681,276.972,488.7241,14160.69,17358.6826,0.2711,0.4629,0.6052,0.8474,False,False
13,2025,33.0,134,131,0.9776,3,0.0224,46.9583,88.6506,163.5328,4352.4936,5024.3938,0.3731,0.6716,0.8582,0.9254,False,False
13,2025,39.0,3934,3587,0.9118,347,0.0882,65.0522,334.2683,358.0006,4020.7025,5769.394,0.3358,0.4817,0.5913,0.7771,False,False
13,2025,50.0,970,890,0.9175,80,0.0825,71.3369,258.5958,336.7081,3897.0962,6253.485,0.2866,0.4639,0.6216,0.7969,False,False
14,2021,33.0,4742,4656,0.9819,86,0.0181,70.7297,555.2427,1255.9652,38927.8069,40835.7874,0.353,0.4947,0.604,0.7653,False,False
14,2021,35.0,1683,1683,1.0,0,0.0,69.25,609.9144,844.459,,,0.3559,0.5169,0.6269,0.7683,False,False
14,2021,39.0,3884,3817,0.9827,67,0.0173,90.2661,936.6789,1473.3936,38953.5958,39011.495,0.3303,0.4676,0.5631,0.7183,False,False
14,2021,40.0,15,8,0.5333,7,0.4667,17673.2803,24452.1579,19737.286,38917.5236,38960.36,0.0,0.0,0.0,0.0,True,True
14,2022,33.0,5336,5268,0.9873,68,0.0127,70.6207,478.6663,1028.188,30416.4838,31821.6599,0.3281,0.5,0.6156,0.7757,False,False
14,2022,35.0,1580,1579,0.9994,1,0.0006,64.0728,361.9179,368.3369,33368.9692,33368.9692,0.3513,0.5228,0.6418,0.8342,False,False
14,2022,39.0,3984,3948,0.991,36,0.009,95.0796,626.4875,1162.453,30537.7836,32988.7347,0.3331,0.4616,0.5685,0.7578,False,False
14,2022,40.0,68,64,0.9412,4,0.0588,2027.0776,6183.2371,4204.8875,31931.2565,32881.4744,0.1324,0.1765,0.2353,0.3382,False,False
14,2023,33.0,6149,6063,0.986,86,0.014,72.5214,384.3038,797.5046,22032.3961,23267.8045,0.3036,0.4911,0.6222,0.8281,False,False
14,2023,39.0,3467,3413,0.9844,54,0.0156,72.5233,410.5617,852.1152,21937.8262,24661.5497,0.3461,0.4912,0.5965,0.8238,False,False
14,2023,40.0,511,501,0.9804,10,0.0196,38.7372,165.8014,654.073,19564.225,21232.834,0.3973,0.6243,0.7358,0.8708,False,False
14,2023,45.0,25,25,1.0,0,0.0,51.8522,279.7461,942.8811,,,0.44,0.56,0.68,0.8,True,True
14,2024,33.0,6958,6751,0.9703,207,0.0297,51.1269,259.6108,568.6121,14630.8014,15408.0075,0.3504,0.5364,0.6653,0.8465,False,False
14,2024,39.0,4312,4080,0.9462,232,0.0538,69.7989,364.9475,749.8024,15016.2069,15246.3894,0.3244,0.4801,0.5853,0.792,False,False
14,2024,40.0,691,663,0.9595,28,0.0405,40.0081,177.8807,553.6045,12550.2829,15637.8267,0.3965,0.5977,0.7077,0.864,False,False
14,2024,45.0,11,11,1.0,0,0.0,19.8239,118.4269,1267.7248,,,0.5455,0.7273,0.7273,0.9091,True,True
14,2025,33.0,7547,7033,0.9319,514,0.0681,44.9589,220.7761,314.0988,3103.4208,5309.059,0.3803,0.5417,0.6573,0.8243,False,False
14,2025,39.0,4022,3654,0.9085,368,0.0915,62.9985,313.8543,378.3481,4259.5521,6033.9518,0.3376,0.4823,0.5912,0.7663,False,False
14,2025,40.0,588,553,0.9405,35,0.0595,62.8883,189.645,348.7021,3050.2922,4487.8231,0.2976,0.5068,0.6854,0.8061,False,False
14,2025,45.0,17,15,0.8824,2,0.1176,3.9667,47.9358,327.5671,2152.3154,3135.9499,0.5294,0.7059,0.7647,0.8235,True,True
15,2021,30.0,2579,2464,0.9554,115,0.0446,85.4899,1177.0607,2037.0976,38964.5142,40473.3794,0.3486,0.4661,0.5622,0.6902,False,False
15,2021,31.0,1507,1482,0.9834,25,0.0166,121.9539,886.0908,1251.8179,38846.9194,39202.0097,0.292,0.4214,0.5229,0.718,False,False
15,2021,36.0,1928,1928,1.0,0,0.0,77.2326,496.4666,962.2866,,,0.3221,0.4917,0.5877,0.7853,False,False
15,2021,38.0,7059,6928,0.9814,131,0.0186,128.7756,904.4669,1536.3727,38895.1417,39008.4568,0.2855,0.4213,0.5208,0.7196,False,False
15,2021,39.0,1,1,1.0,0,0.0,47.7369,47.7369,47.7369,,,0.0,1.0,1.0,1.0,True,True
15,2021,41.0,18,10,0.5556,8,0.4444,19790.7307,23648.2175,20679.5225,38380.0638,38989.5965,0.0,0.0,0.0,0.0,True,True
15,2021,45.0,5460,5369,0.9833,91,0.0167,69.1692,623.4281,1411.5823,38867.93,40330.9599,0.3582,0.5,0.5861,0.7546,False,False
15,2022,23.0,1,1,1.0,0,0.0,204.1125,204.1125,204.1125,,,0.0,0.0,0.0,1.0,True,True
15,2022,30.0,2736,2679,0.9792,57,0.0208,159.3264,1216.7004,1852.8159,30106.5742,32480.65,0.2825,0.405,0.4993,0.6725,False,False
15,2022,31.0,1571,1554,0.9892,17,0.0108,187.1985,1005.2958,1495.1973,31568.4786,32892.7489,0.2393,0.3806,0.4857,0.7002,False,False
15,2022,36.0,1549,1549,1.0,0,0.0,66.6964,332.2511,316.8764,,,0.3641,0.5184,0.6378,0.889,False,False
15,2022,38.0,6987,6902,0.9878,85,0.0122,101.0894,572.8772,1092.4112,30034.1897,32317.9144,0.3275,0.4538,0.5479,0.7684,False,False
15,2022,39.0,9,9,1.0,0,0.0,0.0014,44.5333,930.4312,,,0.6667,0.8889,0.8889,0.8889,True,True
15,2022,41.0,46,42,0.913,4,0.087,3683.3264,7521.1455,4917.368,32418.7828,32584.2103,0.087,0.1522,0.1739,0.3043,False,False
15,2022,45.0,5509,5456,0.9904,53,0.0096,88.1157,549.42,1286.4356,30420.8353,32845.6603,0.3463,0.4709,0.5702,0.7818,False,False
15,2023,30.0,5325,5202,0.9769,123,0.0231,103.5361,531.6564,1219.9244,21375.5986,23349.6482,0.2986,0.4454,0.5454,0.785,False,False
15,2023,31.0,2000,1902,0.951,98,0.049,313.7354,3842.7663,2836.5195,21375.1393,21492.3903,0.204,0.313,0.413,0.613,False,False
15,2023,38.0,6538,6392,0.9777,146,0.0223,91.2292,468.3722,976.3556,22215.6185,23220.016,0.337,0.4638,0.565,0.8178,False,False
15,2023,39.0,2,2,1.0,0,0.0,0.0089,0.0125,0.0089,,,1.0,1.0,1.0,1.0,True,True
15,2023,41.0,200,190,0.95,10,0.05,132.3944,488.0024,671.4693,22992.3324,26093.2982,0.29,0.415,0.52,0.785,False,False
15,2023,45.0,6067,5947,0.9802,120,0.0198,94.1289,379.1612,815.5129,21568.3181,25349.4952,0.3262,0.4623,0.5579,0.84,False,False
15,2024,30.0,5310,4959,0.9339,351,0.0661,78.3197,337.8824,908.9287,14123.2783,14939.9768,0.309,0.4531,0.5718,0.7964,False,False
15,2024,31.0,1889,1806,0.9561,83,0.0439,99.1158,334.0335,663.2528,14170.3775,14772.9032,0.2795,0.4256,0.5701,0.8094,False,False
15,2024,38.0,6451,6196,0.9605,255,0.0395,98.0679,399.3474,730.2132,13857.8964,15320.9083,0.29,0.4373,0.555,0.8055,False,False
15,2024,39.0,2,2,1.0,0,0.0,138.1226,144.6619,138.1226,,,0.0,0.0,1.0,1.0,True,True
15,2024,41.0,201,194,0.9652,7,0.0348,94.8547,336.2474,601.1858,13912.2922,15325.3969,0.3085,0.4428,0.5572,0.806,False,False
15,2024,45.0,7329,7102,0.969,227,0.031,47.6982,309.1238,560.8344,14121.8211,15350.9649,0.4051,0.5346,0.6223,0.8627,False,False
15,2025,30.0,5550,5096,0.9182,454,0.0818,72.169,364.5161,372.4831,4213.3876,6359.3767,0.3061,0.4587,0.5746,0.7683,False,False
15,2025,31.0,2050,1938,0.9454,112,0.0546,47.1076,288.2498,322.7343,4005.5307,6293.2222,0.3927,0.5283,0.6512,0.8185,False,False
15,2025,38.0,6766,6222,0.9196,544,0.0804,83.8701,358.3977,403.8176,3732.52,5453.9858,0.3055,0.4453,0.5693,0.7693,False,False
15,2025,41.0,264,251,0.9508,13,0.0492,112.6594,545.0217,443.2866,4069.8475,6417.265,0.2992,0.4318,0.5189,0.7462,False,False
15,2025,45.0,7304,6864,0.9398,440,0.0602,26.0136,221.2192,304.0968,4063.4039,6218.7076,0.4515,0.573,0.6728,0.8282,False,False
16,2021,30.0,2703,2610,0.9656,93,0.0344,75.2033,637.0899,1717.9085,38919.4442,39465.8606,0.3193,0.4765,0.5775,0.7366,False,False
16,2021,33.0,5684,5599,0.985,85,0.015,70.3089,545.6293,1173.2158,38934.9919,39917.8989,0.3408,0.4998,0.6017,0.7773,False,False
16,2021,35.0,2361,2337,0.9898,24,0.0102,89.8697,832.1583,1243.6897,39018.2494,41415.6483,0.3079,0.4668,0.5714,0.7357,False,False
16,2021,39.0,3470,3419,0.9853,51,0.0147,48.0111,451.4532,1366.4583,38968.1114,40161.7149,0.3974,0.5507,0.6427,0.7709,False,False
16,2021,45.0,3263,3245,0.9945,18,0.0055,55.1897,548.7278,966.6353,39656.0633,41750.5606,0.3963,0.5342,0.6218,0.7901,False,False
16,2022,30.0,2624,2570,0.9794,54,0.0206,138.6075,836.7233,1660.4227,30984.6171,32426.2028,0.2744,0.4051,0.5175,0.7195,False,False
16,2022,33.0,5082,5028,0.9894,54,0.0106,94.3099,523.9605,972.0285,29599.431,31471.6233,0.2865,0.4522,0.5677,0.7729,False,False
16,2022,35.0,2202,2189,0.9941,13,0.0059,93.9867,472.5769,786.5903,29237.6356,30586.3975,0.2929,0.4573,0.5817,0.8043,False,False
16,2022,39.0,3112,3075,0.9881,37,0.0119,48.3561,403.0631,929.7439,29729.3242,31924.5683,0.392,0.5443,0.6398,0.7976,False,False
16,2022,45.0,2747,2727,0.9927,20,0.0073,69.0003,407.4161,627.3887,30356.2206,33959.0433,0.371,0.5056,0.6149,0.8424,False,False
16,2023,30.0,3939,3867,0.9817,72,0.0183,69.9086,453.3682,981.1317,21095.8354,22288.6285,0.3354,0.4991,0.6085,0.817,False,False
16,2023,33.0,5482,5402,0.9854,80,0.0146,73.7143,362.7189,702.8577,21422.7454,23408.701,0.2979,0.4834,0.6217,0.8488,False,False
16,2023,35.0,1397,1384,0.9907,13,0.0093,86.2431,501.7685,915.0862,23005.4506,23910.9867,0.2963,0.471,0.597,0.811,False,False
16,2023,39.0,2731,2673,0.9788,58,0.0212,65.1058,333.235,779.7304,21039.2536,24000.3437,0.3603,0.5112,0.6287,0.829,False,False
16,2023,45.0,1611,1584,0.9832,27,0.0168,25.08,243.1326,717.6944,20985.8633,22526.1012,0.4798,0.617,0.7045,0.8634,False,False
16,2024,30.0,4202,4015,0.9555,187,0.0445,65.6472,306.8294,739.4144,13471.6278,15350.1797,0.3401,0.5005,0.6218,0.8237,False,False
16,2024,33.0,6452,6269,0.9716,183,0.0284,53.7533,243.6475,586.8122,13683.8119,15260.9086,0.3577,0.5284,0.6714,0.852,False,False
16,2024,35.0,1902,1857,0.9763,45,0.0237,28.7492,239.6072,638.1919,13167.4531,15340.1244,0.4621,0.5768,0.6887,0.8517,False,False
16,2024,39.0,3623,3483,0.9614,140,0.0386,41.5447,282.2407,569.9401,12749.8542,15243.6976,0.4055,0.5509,0.6489,0.8352,False,False
16,2024,40.0,1,1,1.0,0,0.0,25.8425,25.8425,25.8425,,,0.0,1.0,1.0,1.0,True,True
16,2024,45.0,1606,1554,0.9676,52,0.0324,28.7157,185.0211,495.7906,14381.9999,16130.6997,0.444,0.6177,0.7179,0.8587,False,False
16,2025,30.0,4352,4006,0.9205,346,0.0795,43.5032,257.6861,324.9401,3207.0614,5277.5436,0.3771,0.5439,0.6432,0.8086,False,False
16,2025,33.0,5528,5112,0.9247,416,0.0753,65.8069,282.4688,364.869,3435.2557,5166.846,0.3205,0.4901,0.6188,0.7902,False,False
16,2025,35.0,2009,1891,0.9413,118,0.0587,26.2075,175.9533,318.8879,2724.3933,4899.7903,0.452,0.6033,0.6999,0.8283,False,False
16,2025,39.0,3480,3186,0.9155,294,0.0845,49.9685,327.248,367.6702,4466.5182,5992.2759,0.3629,0.5043,0.6069,0.7707,False,False
16,2025,40.0,2,1,0.5,1,0.5,0.0003,0.0003,0.0003,5151.8936,5151.8936,0.5,0.5,0.5,0.5,True,True
16,2025,45.0,1682,1578,0.9382,104,0.0618,24.0158,124.3977,286.1415,3720.3517,5582.2272,0.4691,0.6308,0.7384,0.8377,False,False
17,2021,29.0,1227,1214,0.9894,13,0.0106,139.3222,1317.5541,1987.4434,38838.7486,39016.7403,0.2567,0.4018,0.5232,0.6952,False,False
17,2021,30.0,211,198,0.9384,13,0.0616,91.3899,2178.2465,3697.9259,38647.0528,38981.2383,0.3128,0.4455,0.5118,0.6493,False,False
17,2021,36.0,2082,2081,0.9995,1,0.0005,69.4469,935.0389,1196.116,38843.1119,38843.1119,0.3588,0.5034,0.5812,0.7325,False,False
17,2021,38.0,8267,8051,0.9739,216,0.0261,179.7242,1625.2004,2121.5922,38963.3549,39238.9115,0.2577,0.3819,0.4797,0.6562,False,False
17,2022,29.0,1103,1091,0.9891,12,0.0109,203.8578,858.7765,1339.5905,30221.5078,32422.0016,0.2294,0.3626,0.466,0.7171,False,False
17,2022,30.0,460,451,0.9804,9,0.0196,234.5883,1813.1818,2312.8372,28615.1419,33082.0019,0.2761,0.3587,0.463,0.6261,False,False
17,2022,36.0,1896,1896,1.0,0,0.0,54.2381,351.1547,386.2087,,,0.3871,0.5464,0.6524,0.8586,False,False
17,2022,38.0,8505,8400,0.9877,105,0.0123,218.1293,980.4989,1562.3969,30895.1661,32989.7872,0.2633,0.374,0.4623,0.7044,False,False
17,2023,29.0,894,878,0.9821,16,0.0179,120.0817,477.2072,911.9106,23290.4543,24272.8467,0.2931,0.4128,0.5369,0.8076,False,False
17,2023,30.0,1147,1117,0.9738,30,0.0262,80.1703,402.4219,751.7457,18551.6947,22502.0881,0.3095,0.4717,0.5963,0.8553,False,False
17,2023,36.0,184,180,0.9783,4,0.0217,86.8574,671.7731,1617.0582,21537.6486,23452.4347,0.3424,0.4565,0.5543,0.7446,False,False
17,2023,38.0,9541,9378,0.9829,163,0.0171,110.9406,487.4467,1093.4647,22363.9406,24986.6943,0.3044,0.4423,0.5563,0.8154,False,False
17,2023,,8,8,1.0,0,0.0,278.6864,1084.1762,741.0005,,,0.25,0.5,0.5,0.75,True,True
17,2024,29.0,1023,996,0.9736,27,0.0264,118.7512,473.9432,698.1812,14913.0056,16357.2917,0.3069,0.4047,0.5318,0.8084,False,False
17,2024,30.0,1153,1097,0.9514,56,0.0486,81.8317,324.4514,1255.7382,13929.5511,15175.414,0.3053,0.4588,0.595,0.7927,False,False
17,2024,36.0,167,163,0.976,4,0.024,98.9667,417.6588,732.0364,15685.1828,16011.562,0.3114,0.4132,0.5509,0.7964,False,False
17,2024,38.0,10751,10433,0.9704,318,0.0296,87.5567,316.0992,655.9658,13588.6275,15316.5668,0.3203,0.4622,0.601,0.8378,False,False
17,2024,,7,6,0.8571,1,0.1429,41.4336,358.1635,378.6899,11293.7128,11293.7128,0.4286,0.4286,0.5714,0.7143,True,True
17,2025,29.0,1001,927,0.9261,74,0.0739,106.595,476.6635,403.7699,4546.7633,6994.275,0.3017,0.4306,0.5255,0.7762,False,False
17,2025,30.0,1326,1251,0.9434,75,0.0566,73.1861,368.8464,364.6312,4187.9806,6135.0224,0.3183,0.4623,0.6078,0.8152,False,False
17,2025,36.0,211,202,0.9573,9,0.0427,69.6083,355.831,365.3752,3830.8647,5870.9717,0.3981,0.4882,0.6114,0.8009,False,False
17,2025,38.0,11287,10399,0.9213,888,0.0787,90.6403,390.9844,413.0903,4093.5458,6182.6107,0.3118,0.4352,0.5536,0.7743,False,False
17,2025,,18,17,0.9444,1,0.0556,1.2075,16.3806,302.0249,2649.2272,2649.2272,0.7222,0.7222,0.8333,0.8333,True,True
18,2021,29.0,1171,1139,0.9727,32,0.0273,133.2008,1669.7289,1942.7895,38936.4382,39985.3123,0.304,0.4193,0.5209,0.6644,False,False
18,2021,36.0,2283,2253,0.9869,30,0.0131,119.4669,1348.3272,1704.1239,38933.2708,40919.8208,0.2812,0.417,0.5331,0.6912,False,False
18,2022,29.0,1089,1075,0.9871,14,0.0129,173.8319,1151.3693,1502.0804,30108.5022,32713.5435,0.2893,0.4132,0.4904,0.6905,False,False
18,2022,36.0,2248,2220,0.9875,28,0.0125,119.0253,674.9054,1000.3626,29028.315,31951.2006,0.2976,0.4355,0.532,0.7496,False,False
18,2023,29.0,1397,1372,0.9821,25,0.0179,48.5846,402.3478,895.9078,21300.1053,24224.3294,0.4245,0.534,0.6263,0.8325,False,False
18,2023,36.0,2454,2412,0.9829,42,0.0171,106.9931,503.3794,1097.7302,22505.7965,25978.6786,0.304,0.4458,0.553,0.8036,False,False
18,2023,38.0,11,8,0.7273,3,0.2727,6.2454,104.7156,375.4269,20821.8225,22537.2907,0.4545,0.4545,0.6364,0.6364,True,True
18,2024,29.0,1306,1271,0.9732,35,0.0268,85.0122,381.8585,584.5644,13722.6158,15387.3078,0.3492,0.4694,0.5949,0.8247,False,False
18,2024,36.0,3052,2984,0.9777,68,0.0223,84.3828,360.0391,806.5439,14599.0706,15660.4132,0.3398,0.4718,0.5947,0.828,False,False
18,2024,38.0,3,3,1.0,0,0.0,0.7625,8.6194,5.7949,,,1.0,1.0,1.0,1.0,True,True
18,2025,29.0,1350,1252,0.9274,98,0.0726,100.1535,496.3292,411.9515,4158.8376,6061.0666,0.3037,0.4215,0.5289,0.7637,False,False
18,2025,36.0,2838,2654,0.9352,184,0.0648,65.2593,427.2446,371.9449,3711.3814,5773.1617,0.3672,0.4838,0.5796,0.7822,False,False
18,2025,38.0,14,13,0.9286,1,0.0714,43.1728,69.79,133.0151,5440.2961,5440.2961,0.3571,0.7143,0.7857,0.8571,True,True
19,2021,26.0,47,22,0.4681,25,0.5319,16627.4485,32502.1891,22968.5629,38982.9908,41479.8886,0.0,0.0,0.0,0.0,False,True
19,2021,29.0,120,119,0.9917,1,0.0083,3.9433,127.9388,776.4965,39004.6892,39004.6892,0.6167,0.6833,0.7667,0.8667,False,False
19,2021,30.0,5182,5115,0.9871,67,0.0129,97.0736,977.3849,1446.2052,38987.7675,40448.6107,0.3391,0.4583,0.5498,0.7215,False,False
19,2021,31.0,6225,6131,0.9849,94,0.0151,74.5356,856.0122,1382.2545,38958.1528,41219.0864,0.3541,0.4876,0.5738,0.7256,False,False
19,2021,36.0,6124,6077,0.9923,47,0.0077,96.2628,861.4731,1186.3597,38862.7944,39418.6956,0.347,0.4624,0.5524,0.7343,False,False
19,2021,37.0,38,38,1.0,0,0.0,141.7411,513.3216,907.9736,,,0.3684,0.3947,0.5263,0.8158,False,False
19,2022,26.0,288,266,0.9236,22,0.0764,4013.2269,7847.8017,5733.3983,31125.8724,33058.9425,0.1111,0.1632,0.2257,0.3194,False,False
19,2022,29.0,156,154,0.9872,2,0.0128,47.4828,381.9006,641.6861,31495.9207,32286.441,0.3782,0.5513,0.6667,0.8205,False,False
19,2022,30.0,4601,4577,0.9948,24,0.0052,121.7531,667.0475,1090.0637,31050.7101,31783.9534,0.3195,0.4349,0.5436,0.759,False,False
19,2022,31.0,6434,6374,0.9907,60,0.0093,168.3615,1249.5955,1797.8749,29409.5526,31557.4939,0.2877,0.3998,0.4949,0.6845,False,False
19,2022,36.0,6455,6420,0.9946,35,0.0054,75.1925,506.1583,809.9409,31903.7353,32319.1547,0.3405,0.4912,0.593,0.7879,False,False
19,2022,37.0,56,56,1.0,0,0.0,0.7961,267.1229,762.3677,,,0.625,0.7321,0.7321,0.8214,False,False
19,2022,38.0,2,2,1.0,0,0.0,31.4349,41.3006,31.4349,,,0.5,1.0,1.0,1.0,True,True
19,2023,26.0,1871,1852,0.9898,19,0.0102,85.7038,476.814,880.1614,21229.8442,22630.7225,0.3479,0.4757,0.5852,0.8252,False,False
19,2023,29.0,175,170,0.9714,5,0.0286,47.9847,317.7235,529.7511,20965.1625,21704.3675,0.4,0.5371,0.6514,0.84,False,False
19,2023,30.0,4718,4661,0.9879,57,0.0121,67.7242,418.0289,781.1272,20827.9836,23811.4536,0.3838,0.5051,0.6079,0.847,False,False
