community_area,year,ward,n_requests,n_closed,share_closed,n_open,share_open,median_ttc_hours,p75_ttc_hours,mean_ttc_hours,median_age_open_hours,p75_age_open_hours,pct_closed_24h,pct_closed_72h,pct_closed_7d,pct_closed_30d,small_n_requests,small_n_closed
19,2023,31.0,6783,6665,0.9826,118,0.0174,95.5614,481.8681,842.6838,22007.3306,25703.0901,0.3151,0.4561,0.5694,0.8017,False,False
19,2023,36.0,4346,4294,0.988,52,0.012,96.2656,496.2044,821.9364,21761.8126,23945.3729,0.3168,0.4593,0.5681,0.8152,False,False
19,2023,37.0,110,106,0.9636,4,0.0364,47.6637,309.9007,626.7898,21297.0293,21982.1615,0.3909,0.5182,0.6545,0.8091,False,False
19,2023,38.0,1,1,1.0,0,0.0,77.6153,77.6153,77.6153,,,0.0,0.0,1.0,1.0,True,True
19,2024,26.0,1804,1764,0.9778,40,0.0222,96.8583,374.174,670.7619,14140.8086,15307.324,0.3088,0.4446,0.5815,0.8193,False,False
19,2024,29.0,196,193,0.9847,3,0.0153,21.4331,133.3425,252.7975,9850.7872,11460.6168,0.5357,0.6888,0.7704,0.9337,False,False
19,2024,30.0,4923,4680,0.9506,243,0.0494,92.4483,325.9744,906.9699,15782.4525,16231.2401,0.3049,0.44,0.5793,0.8125,False,False
19,2024,31.0,7530,7344,0.9753,186,0.0247,94.7719,358.2728,688.4356,14589.486,16475.5118,0.3007,0.4515,0.5801,0.8278,False,False
19,2024,36.0,5113,5018,0.9814,95,0.0186,96.5065,359.3124,713.4609,13184.3514,15154.9029,0.3065,0.4426,0.5807,0.8365,False,False
19,2024,37.0,81,78,0.963,3,0.037,15.6415,94.4883,403.0034,16881.3864,17088.9079,0.5556,0.6914,0.7778,0.9136,False,False
19,2024,38.0,1,1,1.0,0,0.0,3.3558,3.3558,3.3558,,,1.0,1.0,1.0,1.0,True,True
19,2025,26.0,1720,1645,0.9564,75,0.0436,63.5344,473.3675,391.2822,3541.9086,6205.444,0.386,0.4977,0.582,0.7866,False,False
19,2025,29.0,231,216,0.9351,15,0.0649,32.0957,273.1101,350.3064,2986.1239,4104.5397,0.4026,0.5584,0.6277,0.8095,False,False
19,2025,30.0,4915,4591,0.9341,324,0.0659,63.3756,432.3779,374.5244,3017.9529,5306.722,0.3697,0.4869,0.577,0.789,False,False
19,2025,31.0,8482,7472,0.8809,1010,0.1191,85.7521,567.9291,462.3424,3636.9756,4260.8206,0.3059,0.4248,0.5215,0.6992,False,False
19,2025,36.0,5109,4630,0.9062,479,0.0938,67.0218,425.7151,371.0832,3535.3842,3848.3057,0.3404,0.4649,0.5592,0.7532,False,False
19,2025,37.0,53,51,0.9623,2,0.0377,21.18,161.5944,172.8819,4530.2878,4691.5204,0.4906,0.6226,0.717,0.9057,False,False
19,2025,38.0,1,1,1.0,0,0.0,2299.9553,2299.9553,2299.9553,,,0.0,0.0,0.0,0.0,True,True
20,2021,26.0,608,595,0.9786,13,0.0214,141.5464,1433.8738,2331.978,38978.5269,39205.2556,0.2911,0.4391,0.5049,0.6875,False,False
20,2021,30.0,23,23,1.0,0,0.0,89.5447,531.1829,787.3536,,,0.2174,0.4783,0.6522,0.7391,True,True
20,2021,31.0,2672,2630,0.9843,42,0.0157,142.7564,1550.7481,1933.6529,38950.3229,40509.232,0.2822,0.4102,0.5105,0.6804,False,False
20,2021,35.0,1903,1885,0.9905,18,0.0095,145.6864,1464.4439,1466.6943,38904.1103,40183.0685,0.2937,0.4183,0.506,0.69,False,False
20,2021,36.0,458,458,1.0,0,0.0,120.7497,1003.9376,1181.581,,,0.3515,0.4498,0.5437,0.7336,False,False
20,2022,26.0,826,815,0.9867,11,0.0133,197.0342,1232.5058,1808.9664,28765.8561,31668.5119,0.2591,0.3826,0.4722,0.6973,False,False
20,2022,30.0,26,26,1.0,0,0.0,46.3487,155.635,256.1039,,,0.4231,0.5385,0.8077,0.9231,True,True
20,2022,31.0,2821,2799,0.9922,22,0.0078,214.1228,825.6485,1666.5764,31366.2539,33519.9151,0.2418,0.3704,0.463,0.7292,False,False
20,2022,35.0,1825,1811,0.9923,14,0.0077,143.9386,669.8826,872.7144,31554.4739,33244.1947,0.2668,0.4016,0.5167,0.7622,False,False
20,2022,36.0,439,439,1.0,0,0.0,68.9644,336.2888,339.116,,,0.3417,0.5103,0.6424,0.8565,False,False
20,2023,26.0,1739,1718,0.9879,21,0.0121,112.4946,491.7517,839.824,18966.6825,22099.9358,0.2772,0.4324,0.5624,0.816,False,False
20,2023,30.0,22,22,1.0,0,0.0,18.4839,115.4742,96.1104,,,0.5455,0.6818,0.8182,1.0,True,True
20,2023,31.0,2815,2748,0.9762,67,0.0238,68.8213,407.6761,795.9113,22689.3614,25585.1146,0.362,0.5002,0.6039,0.8174,False,False
20,2023,35.0,1543,1529,0.9909,14,0.0091,37.0456,362.3692,732.6003,20666.0196,23279.9924,0.4537,0.5587,0.6507,0.8477,False,False
20,2024,26.0,1912,1872,0.9791,40,0.0209,71.2662,361.0472,945.2683,13495.4394,15031.8671,0.3583,0.4927,0.6182,0.8154,False,False
20,2024,30.0,15,15,1.0,0,0.0,2.2358,66.6092,158.2609,,,0.6,0.7333,0.8667,0.8667,True,True
20,2024,31.0,2663,2582,0.9696,81,0.0304,74.364,354.9736,718.6375,14337.8106,15531.2517,0.3027,0.4758,0.5843,0.8175,False,False
20,2024,35.0,1517,1471,0.9697,46,0.0303,96.7303,420.1446,699.6968,14914.2069,15968.7006,0.2848,0.4397,0.5623,0.8022,False,False
20,2025,26.0,2090,1979,0.9469,111,0.0531,38.5244,261.2126,318.2003,3399.0486,5420.4415,0.4258,0.5627,0.6565,0.8254,False,False
20,2025,30.0,13,10,0.7692,3,0.2308,75.2265,188.5826,344.4866,5661.7325,6148.1419,0.2308,0.3846,0.5385,0.6154,True,True
20,2025,31.0,2720,2527,0.929,193,0.071,66.8786,334.309,385.4514,4192.2319,5884.6194,0.3176,0.4838,0.604,0.7816,False,False
20,2025,35.0,1340,1237,0.9231,103,0.0769,81.0222,368.5503,418.7189,2172.7361,4580.1829,0.309,0.444,0.5679,0.7612,False,False
21,2021,30.0,3320,3281,0.9883,39,0.0117,73.2583,558.4642,1240.4395,38883.6972,40832.9989,0.3292,0.4883,0.6006,0.7705,False,False
21,2021,31.0,734,719,0.9796,15,0.0204,145.9778,1420.1422,2153.8367,39031.6153,40858.8574,0.2534,0.3869,0.4946,0.6948,False,False
21,2021,33.0,4565,4546,0.9958,19,0.0042,32.1003,361.8911,707.8467,39040.9703,41030.8499,0.4499,0.5978,0.6878,0.8309,False,False
21,2021,35.0,3425,3350,0.9781,75,0.0219,44.7353,575.8135,1510.0411,39012.7294,40702.8506,0.4178,0.5539,0.6324,0.7474,False,False
21,2022,30.0,3213,3194,0.9941,19,0.0059,74.2188,405.1983,811.1399,30205.3183,32182.4389,0.3277,0.493,0.6172,0.826,False,False
21,2022,31.0,860,831,0.9663,29,0.0337,148.09,1085.925,1480.7946,29761.6672,33107.3486,0.236,0.4012,0.5058,0.6849,False,False
21,2022,33.0,3938,3922,0.9959,16,0.0041,45.941,278.4862,464.5621,28722.4092,30726.9752,0.3852,0.5663,0.6917,0.8705,False,False
21,2022,35.0,3488,3419,0.9802,69,0.0198,62.5853,624.4972,1441.8478,28733.7711,31588.8797,0.3736,0.5226,0.6018,0.7454,False,False
21,2023,30.0,1732,1710,0.9873,22,0.0127,91.2679,593.9524,1162.7819,22400.4478,23084.1312,0.2927,0.4573,0.5525,0.7639,False,False
21,2023,31.0,1635,1596,0.9761,39,0.0239,74.4611,404.5452,765.8418,22374.2942,22374.6289,0.3003,0.4807,0.6135,0.8251,False,False
21,2023,33.0,1257,1244,0.9897,13,0.0103,25.3725,213.5208,667.2562,20923.9878,22528.3022,0.4789,0.6229,0.7216,0.8751,False,False
21,2023,35.0,5974,5882,0.9846,92,0.0154,62.9297,375.5472,899.8181,22156.6374,24238.7573,0.3328,0.5244,0.6401,0.8316,False,False
21,2024,30.0,2683,2608,0.972,75,0.028,29.759,257.4507,661.407,15407.6869,17360.0683,0.4402,0.5762,0.6731,0.8695,False,False
21,2024,31.0,1945,1889,0.9712,56,0.0288,44.33,238.1069,426.4096,15015.4818,16497.9253,0.4139,0.5573,0.6823,0.8648,False,False
21,2024,33.0,1256,1222,0.9729,34,0.0271,47.315,211.1087,626.9525,12533.2624,15227.9849,0.3567,0.5629,0.7062,0.8575,False,False
21,2024,35.0,7935,7717,0.9725,218,0.0275,28.8692,192.0214,519.8476,13736.5633,15350.4974,0.4005,0.6106,0.7143,0.8573,False,False
21,2025,30.0,2036,1907,0.9366,129,0.0634,30.2253,217.1483,335.3687,3911.0317,5623.5989,0.4253,0.5923,0.6753,0.833,False,False
21,2025,31.0,2169,1978,0.9119,191,0.0881,46.7201,277.33,324.7749,3063.3317,3793.2036,0.3688,0.5173,0.6335,0.7815,False,False
21,2025,33.0,1071,949,0.8861,122,0.1139,45.0469,259.3561,404.5801,3121.7703,4851.7904,0.3492,0.5313,0.6256,0.7656,False,False
21,2025,35.0,7033,6524,0.9276,509,0.0724,46.5804,238.3977,330.872,3326.5064,5647.5644,0.3822,0.5309,0.6525,0.8083,False,False
22,2021,1.0,7522,7431,0.9879,91,0.0121,46.9314,482.3406,1210.7967,38760.9494,40221.56,0.396,0.5638,0.6533,0.7817,False,False
22,2021,2.0,89,89,1.0,0,0.0,21.8753,61.9731,273.9415,,,0.573,0.7865,0.8427,0.9101,False,False
22,2021,26.0,1582,1545,0.9766,37,0.0234,74.8322,1178.1275,1946.7574,38967.5936,40358.0006,0.3748,0.4804,0.5588,0.6985,False,False
22,2021,30.0,42,42,1.0,0,0.0,10.7881,105.8273,439.2188,,,0.7143,0.7381,0.8333,0.9286,False,False
22,2021,31.0,1486,1484,0.9987,2,0.0013,100.9647,1204.4016,1500.989,37741.2381,38941.9832,0.2941,0.4529,0.5431,0.7133,False,False
22,2021,32.0,9619,9553,0.9931,66,0.0069,43.5314,459.3106,987.8417,38960.3779,39812.2478,0.4285,0.5822,0.6639,0.8004,False,False
22,2021,35.0,4145,4042,0.9752,103,0.0248,67.244,860.0284,1703.8197,38940.1397,41200.3049,0.3612,0.5016,0.5809,0.7216,False,False
22,2022,1.0,7292,7218,0.9899,74,0.0101,41.5465,380.5151,909.2125,29230.2338,33475.251,0.4353,0.586,0.6632,0.8007,False,False
22,2022,2.0,54,54,1.0,0,0.0,21.0972,85.8342,182.3025,,,0.537,0.7407,0.7963,0.9074,False,False
22,2022,24.0,1,1,1.0,0,0.0,5967.3714,5967.3714,5967.3714,,,0.0,0.0,0.0,0.0,True,True
22,2022,26.0,1590,1560,0.9811,30,0.0189,88.9038,577.7476,1180.4967,32158.4842,34176.4781,0.3296,0.4742,0.5648,0.7509,False,False
22,2022,30.0,29,29,1.0,0,0.0,21.9931,253.2803,288.558,,,0.5517,0.6897,0.7241,0.8276,True,True
22,2022,31.0,1143,1141,0.9983,2,0.0017,67.2089,313.9053,391.1065,30347.5819,31392.4549,0.3386,0.5197,0.6605,0.8609,False,False
22,2022,32.0,9002,8926,0.9916,76,0.0084,29.6593,219.471,632.6799,28700.7576,31852.347,0.4495,0.6223,0.7198,0.8506,False,False
22,2022,35.0,4167,4098,0.9834,69,0.0166,118.6435,1095.7176,1602.4321,28754.075,32316.4744,0.2923,0.4411,0.5289,0.6979,False,False
22,2023,1.0,6850,6732,0.9828,118,0.0172,38.3442,240.6465,627.1923,21515.8719,23914.3664,0.4258,0.6072,0.7077,0.8607,False,False
22,2023,26.0,2533,2508,0.9901,25,0.0099,70.3769,359.3024,641.2083,21177.0672,22387.9361,0.3273,0.5022,0.6273,0.8729,False,False
22,2023,31.0,167,167,1.0,0,0.0,4.3169,55.1093,398.7666,,,0.6287,0.8084,0.8862,0.9401,False,False
22,2023,32.0,5861,5779,0.986,82,0.014,35.9306,190.7675,652.3356,21507.9974,22913.4349,0.4151,0.6168,0.7279,0.8657,False,False
22,2023,35.0,6507,6384,0.9811,123,0.0189,67.5467,449.0326,891.0684,21468.9419,22678.5629,0.328,0.5102,0.6256,0.8122,False,False
22,2024,1.0,8153,7874,0.9658,279,0.0342,28.1193,147.3262,445.6148,14280.0603,15346.7214,0.4202,0.6406,0.7405,0.8662,False,False
22,2024,26.0,2959,2881,0.9736,78,0.0264,34.8142,215.4686,494.3153,14232.1175,15349.2542,0.4417,0.5948,0.7006,0.8597,False,False
22,2024,31.0,127,121,0.9528,6,0.0472,17.8489,111.1472,447.6272,10225.8368,11216.4044,0.5512,0.6772,0.748,0.8268,False,False
22,2024,32.0,5642,5453,0.9665,189,0.0335,43.0497,205.5033,547.3723,14221.355,15341.5278,0.3986,0.5782,0.7006,0.8555,False,False
22,2024,35.0,7885,7565,0.9594,320,0.0406,46.1017,285.4867,607.3705,13435.3656,15347.8174,0.3405,0.5441,0.6586,0.8199,False,False
22,2025,1.0,9115,8594,0.9428,521,0.0572,25.0056,143.6937,279.2486,3063.6736,5173.3547,0.4601,0.6201,0.7236,0.8488,False,False
22,2025,26.0,2613,2437,0.9326,176,0.0674,38.8239,270.6472,331.8362,3609.0053,5567.4024,0.416,0.561,0.6441,0.8014,False,False
22,2025,31.0,151,150,0.9934,1,0.0066,20.8724,56.3963,165.3479,1024.6244,1024.6244,0.5828,0.755,0.8278,0.947,False,False
22,2025,32.0,6238,5792,0.9285,446,0.0715,45.1893,264.0093,363.9958,3898.1738,4678.6207,0.378,0.5332,0.6403,0.7979,False,False
22,2025,35.0,7946,7375,0.9281,571,0.0719,41.5044,215.6542,339.5472,3229.9231,5188.5847,0.3918,0.5527,0.6691,0.8073,False,False
23,2021,26.0,6867,6824,0.9937,43,0.0063,72.7228,741.1219,1158.6352,38813.3853,39164.4936,0.3627,0.494,0.5857,0.744,False,False
23,2021,27.0,5124,5086,0.9926,38,0.0074,235.9603,881.8081,1124.4038,38796.6001,39433.9785,0.2902,0.381,0.4604,0.7164,False,False
23,2021,28.0,139,139,1.0,0,0.0,63.8978,1984.5788,2028.1799,,,0.4029,0.5324,0.5899,0.6978,False,False
23,2021,36.0,76,67,0.8816,9,0.1184,24.79,1260.5478,4520.2997,38982.6794,39506.8408,0.4342,0.5263,0.5526,0.6184,False,False
23,2021,37.0,4079,4062,0.9958,17,0.0042,149.6849,695.2398,1103.0658,38093.3725,38844.5433,0.2979,0.4104,0.5158,0.7485,False,False
23,2022,26.0,6545,6496,0.9925,49,0.0075,96.514,622.1137,924.6818,29800.2411,32653.4872,0.3338,0.4631,0.5627,0.765,False,False
23,2022,27.0,4279,4248,0.9928,31,0.0072,237.1228,772.2824,900.2882,30578.4219,31787.1057,0.244,0.344,0.4513,0.7308,False,False
23,2022,28.0,63,63,1.0,0,0.0,67.1089,432.5347,541.8758,,,0.4127,0.5079,0.6032,0.8254,False,False
23,2022,36.0,420,405,0.9643,15,0.0357,3183.9539,5356.5744,4172.6738,31211.3308,32672.7447,0.1595,0.2143,0.2595,0.3738,False,False
23,2022,37.0,3892,3875,0.9956,17,0.0044,138.4736,600.2946,980.4681,29004.1397,32751.9697,0.269,0.4006,0.5378,0.7685,False,False
23,2023,26.0,4849,4733,0.9761,116,0.0239,74.8269,396.2986,748.916,20768.7637,22836.5938,0.3207,0.4784,0.6096,0.8245,False,False
23,2023,27.0,4339,4303,0.9917,36,0.0083,124.1839,551.5822,707.813,21130.381,22878.4499,0.3314,0.4356,0.5345,0.8046,False,False
23,2023,28.0,98,96,0.9796,2,0.0204,81.4436,410.1458,1090.9474,21877.2632,23641.0172,0.398,0.4796,0.6122,0.8265,False,False
23,2023,36.0,1978,1959,0.9904,19,0.0096,59.4806,395.949,749.7872,20990.1,23451.3335,0.364,0.5293,0.6183,0.8296,False,False
23,2023,37.0,4463,4434,0.9935,29,0.0065,66.1917,351.6157,561.5656,20121.8167,22828.3242,0.3679,0.5145,0.6307,0.8638,False,False
23,2024,26.0,6002,5759,0.9595,243,0.0405,54.3469,291.6988,588.245,12733.1069,14905.5236,0.366,0.5175,0.6338,0.8304,False,False
23,2024,27.0,4398,4293,0.9761,105,0.0239,91.8544,457.1917,504.8428,12279.6072,14795.4253,0.3574,0.4598,0.5723,0.8045,False,False
23,2024,28.0,121,118,0.9752,3,0.0248,1.9769,100.1135,409.3418,13977.1339,14809.7521,0.6116,0.6777,0.7686,0.9008,False,False
23,2024,36.0,2028,1990,0.9813,38,0.0187,66.1131,314.9322,556.1633,13759.7528,15396.0633,0.354,0.5104,0.6248,0.8545,False,False
23,2024,37.0,3795,3692,0.9729,103,0.0271,118.5976,413.4188,670.7483,11957.2544,14778.1276,0.3141,0.425,0.551,0.814,False,False
23,2025,26.0,5928,5513,0.93,415,0.07,29.8169,258.8481,328.1964,3899.4169,5755.6647,0.4384,0.5601,0.6545,0.7901,False,False
23,2025,27.0,4513,4225,0.9362,288,0.0638,144.7297,665.575,453.4448,3643.721,5449.4744,0.3076,0.3964,0.4857,0.719,False,False
23,2025,28.0,92,88,0.9565,4,0.0435,25.281,173.2856,225.3479,2634.4965,4031.3738,0.4674,0.5543,0.663,0.8913,False,False
23,2025,36.0,2084,1999,0.9592,85,0.0408,39.0208,254.4779,307.6189,3905.9097,5601.1889,0.4122,0.5739,0.6761,0.8229,False,False
23,2025,37.0,4000,3785,0.9462,215,0.0538,120.4861,546.2153,461.6142,3730.1153,5815.2901,0.3,0.4155,0.5278,0.7465,False,False
24,2021,1.0,13145,12989,0.9881,156,0.0119,46.3994,435.8558,987.7633,39028.3782,40803.3792,0.4014,0.567,0.6579,0.8012,False,False
24,2021,2.0,5554,5554,1.0,0,0.0,61.7124,461.0837,837.4876,,,0.3615,0.5277,0.6293,0.8178,False,False
24,2021,26.0,5416,5364,0.9904,52,0.0096,51.5551,476.6115,1014.3842,38961.8585,40345.1438,0.3959,0.5364,0.6204,0.7919,False,False
24,2021,27.0,4765,4729,0.9924,36,0.0076,36.2019,280.4617,897.3323,40345.2417,41344.6258,0.4527,0.5998,0.7018,0.8565,False,False
24,2021,32.0,1791,1762,0.9838,29,0.0162,32.7861,398.4369,1167.1951,38956.0075,39878.6728,0.44,0.5969,0.6745,0.8074,False,False
24,2021,34.0,1,1,1.0,0,0.0,14731.8083,14731.8083,14731.8083,,,0.0,0.0,0.0,0.0,True,True
24,2021,36.0,179,67,0.3743,112,0.6257,20600.7253,31421.8142,23287.1331,38957.8362,40348.8486,0.0,0.0,0.0,0.0,False,False
24,2021,42.0,89,89,1.0,0,0.0,17.8203,67.8497,356.795,,,0.6629,0.7753,0.8427,0.8876,False,False
24,2022,1.0,12481,12341,0.9888,140,0.0112,45.7325,361.7558,816.4488,29035.0235,32423.1567,0.3996,0.5701,0.6587,0.8204,False,False
24,2022,2.0,4372,4372,1.0,0,0.0,42.474,282.7101,297.7024,,,0.4122,0.6018,0.6978,0.8712,False,False
24,2022,26.0,5110,5077,0.9935,33,0.0065,68.9814,402.5686,741.5003,29549.7603,33326.165,0.3434,0.5078,0.6119,0.8317,False,False
24,2022,27.0,4598,4547,0.9889,51,0.0111,42.4061,291.6521,864.1989,29768.0647,31427.1854,0.4269,0.5824,0.6918,0.8371,False,False
24,2022,32.0,1893,1869,0.9873,24,0.0127,43.5869,326.8633,1002.7161,28892.8678,31480.3933,0.4268,0.58,0.6799,0.8146,False,False
24,2022,34.0,5,3,0.6,2,0.4,332.1439,8447.0394,5637.7389,29918.5756,30050.7035,0.2,0.2,0.2,0.4,True,True
24,2022,36.0,944,878,0.9301,66,0.0699,1827.2892,7245.4416,4691.0702,30061.4442,32297.4944,0.178,0.2225,0.285,0.3729,False,False
24,2022,42.0,78,78,1.0,0,0.0,11.8279,61.9213,522.8455,,,0.6154,0.7821,0.8974,0.9231,False,False
24,2023,1.0,11564,11354,0.9818,210,0.0182,36.6851,215.2012,495.3361,22314.1956,24004.3519,0.4267,0.6117,0.7139,0.8747,False,False
24,2023,26.0,4247,4198,0.9885,49,0.0115,29.84,284.9781,542.0176,21461.5819,22613.5747,0.4523,0.6007,0.6915,0.8726,False,False
24,2023,27.0,4947,4891,0.9887,56,0.0113,28.0556,236.7647,703.5009,21237.7833,22837.6585,0.457,0.6133,0.7065,0.8662,False,False
24,2023,32.0,2957,2921,0.9878,36,0.0122,21.3028,96.4228,472.1626,20988.196,23096.6076,0.5306,0.6963,0.7978,0.8975,False,False
24,2023,34.0,87,85,0.977,2,0.023,18.3322,71.6131,800.2471,25066.9286,25581.9456,0.5632,0.7356,0.8851,0.9195,False,False
24,2023,36.0,6687,6611,0.9886,76,0.0114,47.9494,355.0789,680.7069,21495.2486,22369.447,0.381,0.5605,0.6628,0.8545,False,False
24,2023,42.0,5,5,1.0,0,0.0,10.4486,11.5822,8.4755,,,1.0,1.0,1.0,1.0,True,True
24,2024,1.0,12933,12458,0.9633,475,0.0367,28.2796,177.7786,412.4532,13975.3208,15510.039,0.42,0.6211,0.716,0.8647,False,False
24,2024,26.0,3390,3265,0.9631,125,0.0369,62.5117,284.1694,541.4901,12951.5919,15350.7975,0.3563,0.5147,0.6336,0.836,False,False
24,2024,27.0,6088,5899,0.969,189,0.031,22.6681,168.64,355.0297,12444.7372,15132.1244,0.4974,0.6314,0.7265,0.8515,False,False
24,2024,32.0,2618,2533,0.9675,85,0.0325,29.0394,162.9006,538.3196,13958.7594,15247.5025,0.4312,0.6127,0.7326,0.8617,False,False
24,2024,34.0,144,143,0.9931,1,0.0069,18.1506,67.3038,371.0336,15986.2031,15986.2031,0.6528,0.7639,0.8333,0.9236,False,False
24,2024,36.0,7045,6788,0.9635,257,0.0365,45.8342,281.7046,616.5156,14704.2589,15696.82,0.3875,0.5519,0.6578,0.8334,False,False
24,2024,42.0,3,3,1.0,0,0.0,20.9156,306.9253,204.6176,,,0.6667,0.6667,0.6667,1.0,True,True
24,2025,1.0,12348,11583,0.938,765,0.062,41.8847,211.1047,301.6357,3991.3789,5765.6553,0.3962,0.5702,0.6793,0.8253,False,False
24,2025,26.0,3603,3357,0.9317,246,0.0683,33.6336,233.8583,326.2385,3597.3962,5305.0776,0.4277,0.5623,0.6614,0.8021,False,False
24,2025,27.0,5753,5413,0.9409,340,0.0591,24.8475,216.4567,307.3955,3179.4206,5218.444,0.4601,0.5979,0.6829,0.8114,False,False
24,2025,32.0,2900,2736,0.9434,164,0.0566,25.5308,158.2167,311.1096,4037.5143,5259.7456,0.451,0.6231,0.7155,0.8303,False,False
24,2025,34.0,138,130,0.942,8,0.058,15.095,49.3149,105.3211,1677.9942,4200.009,0.5942,0.7391,0.8261,0.9058,False,False
24,2025,36.0,7859,7407,0.9425,452,0.0575,25.9617,166.7232,289.6017,3782.0996,5363.8883,0.4512,0.6103,0.7077,0.8201,False,False
24,2025,42.0,1,0,0.0,1,1.0,,,,685.3644,685.3644,0.0,0.0,0.0,0.0,True,True
25,2021,24.0,626,625,0.9984,1,0.0016,19.0922,336.1919,676.63,35822.185,35822.185,0.5639,0.6374,0.6917,0.8387,False,False
25,2021,28.0,4938,4916,0.9955,22,0.0045,100.1478,668.6344,855.9258,38794.8165,38991.5444,0.373,0.4676,0.5579,0.757,False,False
25,2021,29.0,12282,12132,0.9878,150,0.0122,111.9957,1052.8269,1455.0496,38820.8318,39811.4578,0.2907,0.4413,0.555,0.7123,False,False
25,2021,36.0,52,52,1.0,0,0.0,26.2069,152.4062,466.6768,,,0.4615,0.7308,0.75,0.8077,False,False
25,2021,37.0,10908,10801,0.9902,107,0.0098,136.5261,879.2264,1210.5171,38862.0911,39079.5001,0.3011,0.422,0.5284,0.7291,False,False
25,2022,24.0,512,511,0.998,1,0.002,269.8914,1132.1243,1405.5632,32235.0836,32235.0836,0.2363,0.3613,0.4492,0.6719,False,False
25,2022,28.0,3742,3721,0.9944,21,0.0056,165.66,715.56,775.6903,31455.3206,32401.6039,0.2771,0.3993,0.4989,0.7477,False,False
25,2022,29.0,11821,11704,0.9901,117,0.0099,118.3333,734.5601,1082.9004,29942.0936,31707.8058,0.2979,0.4376,0.5437,0.7411,False,False
25,2022,36.0,74,74,1.0,0,0.0,20.3076,280.0829,933.2903,,,0.5676,0.6351,0.7027,0.8378,False,False
25,2022,37.0,9692,9619,0.9925,73,0.0075,120.8469,644.4736,975.7667,30103.9167,32383.0108,0.2788,0.4216,0.5434,0.7586,False,False
25,2023,24.0,912,903,0.9901,9,0.0099,105.3011,563.896,909.8481,22379.5322,25732.9769,0.3673,0.4627,0.5768,0.773,False,False
25,2023,28.0,4573,4555,0.9961,18,0.0039,45.7808,355.7079,479.1066,21354.3229,22840.4976,0.4293,0.546,0.6455,0.8511,False,False
25,2023,29.0,13823,13624,0.9856,199,0.0144,49.8844,382.4141,694.6722,21571.9844,23789.8968,0.3881,0.5324,0.6334,0.8305,False,False
25,2023,36.0,24,22,0.9167,2,0.0833,67.5371,93.0657,160.0397,21079.1885,22047.0566,0.25,0.5,0.75,0.8333,True,True
25,2023,37.0,14924,14785,0.9907,139,0.0093,44.8064,311.6972,513.7091,21469.0103,23363.9122,0.425,0.5493,0.6617,0.8585,False,False
25,2024,24.0,757,743,0.9815,14,0.0185,137.0867,670.0688,689.1606,11975.1668,15370.7129,0.3131,0.432,0.5244,0.7569,False,False
25,2024,28.0,5146,4970,0.9658,176,0.0342,111.4303,476.6266,1037.7129,13371.7953,15887.2003,0.343,0.4368,0.5564,0.7783,False,False
25,2024,29.0,13872,13490,0.9725,382,0.0275,69.2528,362.8254,625.7954,13544.3007,15191.3785,0.3396,0.4945,0.6097,0.8192,False,False
25,2024,36.0,20,19,0.95,1,0.05,52.675,117.2085,103.3095,12612.8089,12612.8089,0.4,0.65,0.85,0.95,True,True
25,2024,37.0,12030,11799,0.9808,231,0.0192,96.9508,382.9107,662.8925,13639.5892,14988.4296,0.3352,0.4552,0.5766,0.8275,False,False
25,2024,,2,2,1.0,0,0.0,256.94,370.2729,256.94,,,0.0,0.5,0.5,1.0,True,True
25,2025,24.0,838,777,0.9272,61,0.0728,95.6847,531.3303,486.1555,2895.8867,6089.1644,0.3067,0.4224,0.5358,0.7518,False,False
25,2025,28.0,4010,3832,0.9556,178,0.0444,170.5225,855.9049,557.0485,3465.5678,5399.299,0.2858,0.3791,0.4748,0.6845,False,False
25,2025,29.0,12642,11727,0.9276,915,0.0724,75.5614,528.8896,402.8486,4610.3975,6783.7811,0.3389,0.4565,0.5526,0.7438,False,False
25,2025,36.0,19,17,0.8947,2,0.1053,3.3106,22.2575,55.5691,6422.1388,6700.062,0.7368,0.7368,0.8421,0.8947,True,True
25,2025,37.0,12827,12129,0.9456,698,0.0544,93.9297,476.2372,399.4419,3884.3715,6012.7853,0.3405,0.4452,0.5517,0.7781,False,False
26,2021,24.0,1995,1989,0.997,6,0.003,29.8733,550.8561,691.7287,38986.2879,39010.7058,0.4732,0.5519,0.6075,0.7935,False,False
26,2021,28.0,5615,5598,0.997,17,0.003,118.2908,765.4436,912.7778,38999.9058,42105.7394,0.3831,0.4582,0.538,0.74,False,False
26,2021,37.0,320,320,1.0,0,0.0,66.0724,314.7943,509.9025,,,0.3875,0.5156,0.6531,0.8781,False,False
26,2022,24.0,1400,1392,0.9943,8,0.0057,283.4963,905.9576,984.6061,33287.2526,34870.8377,0.22,0.3279,0.4171,0.6929,False,False
26,2022,28.0,4370,4352,0.9959,18,0.0041,198.6897,725.7954,797.7195,29495.1854,30115.026,0.2849,0.3785,0.4709,0.746,False,False
26,2022,37.0,179,179,1.0,0,0.0,85.6628,377.1878,668.2823,,,0.3184,0.4749,0.6369,0.8212,False,False
26,2023,24.0,2028,2005,0.9887,23,0.0113,122.3247,976.6825,1215.7813,21288.4131,22279.511,0.3605,0.4477,0.5187,0.7066,False,False
26,2023,28.0,5422,5360,0.9886,62,0.0114,90.7058,467.9272,686.5269,22421.9144,22425.2766,0.3657,0.4709,0.578,0.8255,False,False
